PATIENT CELL GENE VALUE
MSK122 Cell_333 SF3B1 0
MSK122 Cell_334 SF3B1 1
MSK122 Cell_335 SF3B1 1
MSK122 Cell_336 SF3B1 1
MSK122 Cell_337 SF3B1 0
MSK122 Cell_338 SF3B1 0
MSK122 Cell_339 SF3B1 0
MSK122 Cell_340 SF3B1 0
MSK122 Cell_341 SF3B1 1
MSK122 Cell_342 SF3B1 0
MSK122 Cell_343 SF3B1 0
MSK122 Cell_344 SF3B1 1
MSK122 Cell_345 SF3B1 1
MSK122 Cell_346 SF3B1 0
MSK122 Cell_347 SF3B1 1
MSK122 Cell_348 SF3B1 0
MSK122 Cell_349 SF3B1 0
MSK122 Cell_350 SF3B1 1
MSK122 Cell_351 SF3B1 0
MSK122 Cell_352 SF3B1 0
MSK122 Cell_353 SF3B1 1
MSK122 Cell_354 SF3B1 0
MSK122 Cell_355 SF3B1 1
MSK122 Cell_356 SF3B1 0
MSK122 Cell_357 SF3B1 0
MSK122 Cell_358 SF3B1 0
MSK122 Cell_359 SF3B1 0
MSK122 Cell_360 SF3B1 0
MSK122 Cell_361 SF3B1 0
MSK122 Cell_362 SF3B1 1
MSK122 Cell_363 SF3B1 1
MSK122 Cell_364 SF3B1 0
MSK122 Cell_365 SF3B1 0
MSK122 Cell_366 SF3B1 1
MSK122 Cell_367 SF3B1 0
MSK122 Cell_368 SF3B1 0
MSK122 Cell_369 SF3B1 0
MSK122 Cell_370 SF3B1 0
MSK122 Cell_371 SF3B1 1
MSK122 Cell_372 SF3B1 0
MSK122 Cell_373 SF3B1 0
MSK122 Cell_374 SF3B1 0
MSK122 Cell_375 SF3B1 0
MSK122 Cell_376 SF3B1 1
MSK122 Cell_377 SF3B1 1
MSK122 Cell_378 SF3B1 0
MSK122 Cell_379 SF3B1 1
MSK122 Cell_380 SF3B1 0
MSK122 Cell_381 SF3B1 1
MSK122 Cell_382 SF3B1 0
MSK122 Cell_383 SF3B1 1
MSK122 Cell_1 TET2 0
MSK122 Cell_2 TET2 0
MSK122 Cell_3 TET2 0
MSK122 Cell_4 TET2 0
MSK122 Cell_5 TET2 0
MSK122 Cell_6 TET2 0
MSK122 Cell_7 TET2 0
MSK122 Cell_8 TET2 0
MSK122 Cell_9 TET2 0
MSK122 Cell_10 TET2 0
MSK122 Cell_11 TET2 0
MSK122 Cell_12 TET2 0
MSK122 Cell_13 TET2 0
MSK122 Cell_14 TET2 0
MSK122 Cell_15 TET2 0
MSK122 Cell_16 TET2 0
MSK122 Cell_17 TET2 0
MSK122 Cell_18 TET2 0
MSK122 Cell_19 TET2 0
MSK122 Cell_20 TET2 0
MSK122 Cell_21 TET2 0
MSK122 Cell_22 TET2 0
MSK122 Cell_23 TET2 0
MSK122 Cell_24 TET2 1
MSK122 Cell_25 TET2 0
MSK122 Cell_26 TET2 0
MSK122 Cell_27 TET2 0
MSK122 Cell_28 TET2 0
MSK122 Cell_29 TET2 0
MSK122 Cell_30 TET2 0
MSK122 Cell_31 TET2 0
MSK122 Cell_32 TET2 0
MSK122 Cell_33 TET2 0
MSK122 Cell_34 TET2 0
MSK122 Cell_35 TET2 0
MSK122 Cell_36 TET2 0
MSK122 Cell_37 TET2 0
MSK122 Cell_38 TET2 0
MSK122 Cell_39 TET2 0
MSK122 Cell_40 TET2 0
MSK122 Cell_41 TET2 0
MSK122 Cell_42 TET2 0
MSK122 Cell_43 TET2 0
MSK122 Cell_44 TET2 0
MSK122 Cell_45 TET2 0
MSK122 Cell_46 TET2 0
MSK122 Cell_47 TET2 0
MSK122 Cell_48 TET2 0
MSK122 Cell_49 TET2 0
MSK122 Cell_50 TET2 0
MSK122 Cell_51 TET2 1
MSK122 Cell_52 TET2 0
MSK122 Cell_53 TET2 0
MSK122 Cell_54 TET2 0
MSK122 Cell_55 TET2 0
MSK122 Cell_56 TET2 0
MSK122 Cell_57 TET2 0
MSK122 Cell_58 TET2 0
MSK122 Cell_59 TET2 0
MSK122 Cell_60 TET2 0
MSK122 Cell_61 TET2 0
MSK122 Cell_62 TET2 0
MSK122 Cell_63 TET2 0
MSK122 Cell_64 TET2 0
MSK122 Cell_65 TET2 0
MSK122 Cell_66 TET2 0
MSK122 Cell_67 TET2 0
MSK122 Cell_68 TET2 0
MSK122 Cell_69 TET2 0
MSK122 Cell_70 TET2 0
MSK122 Cell_71 TET2 0
MSK122 Cell_72 TET2 0
MSK122 Cell_73 TET2 0
MSK122 Cell_74 TET2 0
MSK122 Cell_75 TET2 0
MSK122 Cell_76 TET2 0
MSK122 Cell_77 TET2 0
MSK122 Cell_78 TET2 0
MSK122 Cell_79 TET2 0
MSK122 Cell_80 TET2 0
MSK122 Cell_81 TET2 0
MSK122 Cell_82 TET2 0
MSK122 Cell_83 TET2 0
MSK122 Cell_84 TET2 0
MSK122 Cell_85 TET2 0
MSK122 Cell_86 TET2 0
MSK122 Cell_87 TET2 0
MSK122 Cell_88 TET2 0
MSK122 Cell_89 TET2 0
MSK122 Cell_90 TET2 0
MSK122 Cell_91 TET2 0
MSK122 Cell_92 TET2 0
MSK122 Cell_93 TET2 0
MSK122 Cell_94 TET2 0
MSK122 Cell_95 TET2 0
MSK122 Cell_96 TET2 0
MSK122 Cell_97 TET2 0
MSK122 Cell_98 TET2 0
MSK122 Cell_99 TET2 0
MSK122 Cell_100 TET2 0
MSK122 Cell_101 TET2 0
MSK122 Cell_102 TET2 0
MSK122 Cell_103 TET2 0
MSK122 Cell_104 TET2 0
MSK122 Cell_105 TET2 0
MSK122 Cell_106 TET2 0
MSK122 Cell_107 TET2 0
MSK122 Cell_108 TET2 0
MSK122 Cell_109 TET2 1
MSK122 Cell_110 TET2 0
MSK122 Cell_111 TET2 0
MSK122 Cell_112 TET2 0
MSK122 Cell_113 TET2 0
MSK122 Cell_114 TET2 0
MSK122 Cell_115 TET2 0
MSK122 Cell_116 TET2 0
MSK122 Cell_117 TET2 0
MSK122 Cell_118 TET2 0
MSK122 Cell_119 TET2 0
MSK122 Cell_120 TET2 0
MSK122 Cell_121 TET2 0
MSK122 Cell_122 TET2 0
MSK122 Cell_123 TET2 0
MSK122 Cell_124 TET2 0
MSK122 Cell_125 TET2 0
MSK122 Cell_126 TET2 0
MSK122 Cell_127 TET2 0
MSK122 Cell_128 TET2 0
MSK122 Cell_129 TET2 0
MSK122 Cell_130 TET2 0
MSK122 Cell_131 TET2 0
MSK122 Cell_132 TET2 0
MSK122 Cell_133 TET2 0
MSK122 Cell_134 TET2 0
MSK122 Cell_135 TET2 0
MSK122 Cell_136 TET2 0
MSK122 Cell_137 TET2 0
MSK122 Cell_138 TET2 0
MSK122 Cell_139 TET2 0
MSK122 Cell_140 TET2 0
MSK122 Cell_141 TET2 0
MSK122 Cell_142 TET2 0
MSK122 Cell_143 TET2 0
MSK122 Cell_144 TET2 0
MSK122 Cell_145 TET2 0
MSK122 Cell_146 TET2 0
MSK122 Cell_147 TET2 0
MSK122 Cell_148 TET2 0
MSK122 Cell_149 TET2 0
MSK122 Cell_150 TET2 0
MSK122 Cell_151 TET2 0
MSK122 Cell_152 TET2 0
MSK122 Cell_153 TET2 0
MSK122 Cell_154 TET2 0
MSK122 Cell_155 TET2 0
MSK122 Cell_156 TET2 0
MSK122 Cell_157 TET2 0
MSK122 Cell_158 TET2 0
MSK122 Cell_159 TET2 0
MSK122 Cell_160 TET2 0
MSK122 Cell_161 TET2 0
MSK122 Cell_162 TET2 0
MSK122 Cell_163 TET2 0
MSK122 Cell_164 TET2 0
MSK122 Cell_165 TET2 0
MSK122 Cell_166 TET2 0
MSK122 Cell_167 TET2 0
MSK122 Cell_168 TET2 0
MSK122 Cell_169 TET2 0
MSK122 Cell_170 TET2 0
MSK122 Cell_171 TET2 0
MSK122 Cell_172 TET2 0
MSK122 Cell_173 TET2 0
MSK122 Cell_174 TET2 0
MSK122 Cell_175 TET2 0
MSK122 Cell_176 TET2 0
MSK122 Cell_177 TET2 0
MSK122 Cell_178 TET2 0
MSK122 Cell_179 TET2 0
MSK122 Cell_180 TET2 0
MSK122 Cell_181 TET2 0
MSK122 Cell_182 TET2 0
MSK122 Cell_183 TET2 0
MSK122 Cell_184 TET2 0
MSK122 Cell_185 TET2 0
MSK122 Cell_186 TET2 0
MSK122 Cell_187 TET2 0
MSK122 Cell_188 TET2 0
MSK122 Cell_189 TET2 0
MSK122 Cell_190 TET2 0
MSK122 Cell_191 TET2 0
MSK122 Cell_192 TET2 0
MSK122 Cell_193 TET2 0
MSK122 Cell_194 TET2 0
MSK122 Cell_195 TET2 0
MSK122 Cell_196 TET2 0
MSK122 Cell_197 TET2 0
MSK122 Cell_198 TET2 0
MSK122 Cell_199 TET2 0
MSK122 Cell_200 TET2 0
MSK122 Cell_201 TET2 0
MSK122 Cell_202 TET2 0
MSK122 Cell_203 TET2 0
MSK122 Cell_204 TET2 0
MSK122 Cell_205 TET2 0
MSK122 Cell_206 TET2 0
MSK122 Cell_207 TET2 0
MSK122 Cell_208 TET2 0
MSK122 Cell_209 TET2 0
MSK122 Cell_210 TET2 0
MSK122 Cell_211 TET2 0
MSK122 Cell_212 TET2 0
MSK122 Cell_213 TET2 0
MSK122 Cell_214 TET2 0
MSK122 Cell_215 TET2 0
MSK122 Cell_216 TET2 0
MSK122 Cell_217 TET2 0
MSK122 Cell_218 TET2 0
MSK122 Cell_219 TET2 0
MSK122 Cell_220 TET2 0
MSK122 Cell_221 TET2 0
MSK122 Cell_222 TET2 0
MSK122 Cell_223 TET2 1
MSK122 Cell_224 TET2 0
MSK122 Cell_225 TET2 0
MSK122 Cell_226 TET2 0
MSK122 Cell_227 TET2 0
MSK122 Cell_228 TET2 1
MSK122 Cell_229 TET2 0
MSK122 Cell_230 TET2 0
MSK122 Cell_231 TET2 0
MSK122 Cell_232 TET2 0
MSK122 Cell_233 TET2 0
MSK122 Cell_234 TET2 1
MSK122 Cell_235 TET2 0
MSK122 Cell_236 TET2 0
MSK122 Cell_237 TET2 0
MSK122 Cell_238 TET2 0
MSK122 Cell_239 TET2 0
MSK122 Cell_240 TET2 0
MSK122 Cell_241 TET2 0
MSK122 Cell_242 TET2 0
MSK122 Cell_243 TET2 0
MSK122 Cell_244 TET2 0
MSK122 Cell_245 TET2 0
MSK122 Cell_246 TET2 0
MSK122 Cell_247 TET2 0
MSK122 Cell_248 TET2 0
MSK122 Cell_249 TET2 0
MSK122 Cell_250 TET2 0
MSK122 Cell_251 TET2 0
MSK122 Cell_252 TET2 0
MSK122 Cell_253 TET2 0
MSK122 Cell_254 TET2 0
MSK122 Cell_255 TET2 0
MSK122 Cell_256 TET2 0
MSK122 Cell_257 TET2 0
MSK122 Cell_258 TET2 0
MSK122 Cell_259 TET2 0
MSK122 Cell_260 TET2 0
MSK122 Cell_261 TET2 0
MSK122 Cell_262 TET2 0
MSK122 Cell_263 TET2 0
MSK122 Cell_264 TET2 0
MSK122 Cell_265 TET2 0
MSK122 Cell_266 TET2 0
MSK122 Cell_267 TET2 0
MSK122 Cell_268 TET2 0
MSK122 Cell_269 TET2 0
MSK122 Cell_270 TET2 0
MSK122 Cell_271 TET2 0
MSK122 Cell_272 TET2 0
MSK122 Cell_273 TET2 0
MSK122 Cell_274 TET2 0
MSK122 Cell_275 TET2 0
MSK122 Cell_276 TET2 0
MSK122 Cell_277 TET2 0
MSK122 Cell_278 TET2 0
MSK122 Cell_279 TET2 0
MSK122 Cell_280 TET2 0
MSK122 Cell_281 TET2 0
MSK122 Cell_282 TET2 0
MSK122 Cell_283 TET2 0
MSK122 Cell_284 TET2 0
MSK122 Cell_285 TET2 0
MSK122 Cell_286 TET2 0
MSK122 Cell_287 TET2 0
MSK122 Cell_288 TET2 0
MSK122 Cell_289 TET2 1
MSK122 Cell_290 TET2 0
MSK122 Cell_291 TET2 1
MSK122 Cell_292 TET2 0
MSK122 Cell_293 TET2 0
MSK122 Cell_294 TET2 0
MSK122 Cell_295 TET2 0
MSK122 Cell_296 TET2 0
MSK122 Cell_297 TET2 0
MSK122 Cell_298 TET2 0
MSK122 Cell_299 TET2 0
MSK122 Cell_300 TET2 0
MSK122 Cell_301 TET2 0
MSK122 Cell_302 TET2 0
MSK122 Cell_303 TET2 0
MSK122 Cell_304 TET2 0
MSK122 Cell_305 TET2 0
MSK122 Cell_306 TET2 0
MSK122 Cell_307 TET2 0
MSK122 Cell_308 TET2 0
MSK122 Cell_309 TET2 0
MSK122 Cell_310 TET2 0
MSK122 Cell_311 TET2 0
MSK122 Cell_312 TET2 0
MSK122 Cell_313 TET2 0
MSK122 Cell_314 TET2 0
MSK122 Cell_315 TET2 0
MSK122 Cell_316 TET2 0
MSK122 Cell_317 TET2 0
MSK122 Cell_318 TET2 0
MSK122 Cell_319 TET2 0
MSK122 Cell_320 TET2 0
MSK122 Cell_321 TET2 1
MSK122 Cell_322 TET2 0
MSK122 Cell_323 TET2 0
MSK122 Cell_324 TET2 0
MSK122 Cell_325 TET2 0
MSK122 Cell_326 TET2 0
MSK122 Cell_327 TET2 0
MSK122 Cell_328 TET2 0
MSK122 Cell_329 TET2 0
MSK122 Cell_330 TET2 0
MSK122 Cell_331 TET2 0
MSK122 Cell_332 TET2 0
MSK122 Cell_333 TET2 0
MSK122 Cell_334 TET2 0
MSK122 Cell_335 TET2 0
MSK122 Cell_336 TET2 0
MSK122 Cell_337 TET2 0
MSK122 Cell_338 TET2 0
MSK122 Cell_339 TET2 0
MSK122 Cell_340 TET2 0
MSK122 Cell_341 TET2 0
MSK122 Cell_342 TET2 0
MSK122 Cell_343 TET2 0
MSK122 Cell_344 TET2 0
MSK122 Cell_345 TET2 0
MSK122 Cell_346 TET2 0
MSK122 Cell_347 TET2 0
MSK122 Cell_348 TET2 0
MSK122 Cell_349 TET2 0
MSK122 Cell_350 TET2 0
MSK122 Cell_351 TET2 0
MSK122 Cell_352 TET2 0
MSK122 Cell_353 TET2 0
MSK122 Cell_354 TET2 0
MSK122 Cell_355 TET2 0
MSK122 Cell_356 TET2 0
MSK122 Cell_357 TET2 0
MSK122 Cell_358 TET2 0
MSK122 Cell_359 TET2 0
MSK122 Cell_360 TET2 0
MSK122 Cell_361 TET2 0
MSK122 Cell_362 TET2 0
MSK122 Cell_363 TET2 0
MSK122 Cell_364 TET2 0
MSK122 Cell_365 TET2 0
MSK122 Cell_366 TET2 0
MSK122 Cell_367 TET2 0
MSK122 Cell_368 TET2 1
MSK122 Cell_369 TET2 0
MSK122 Cell_370 TET2 0
MSK122 Cell_371 TET2 0
MSK122 Cell_372 TET2 0
MSK122 Cell_373 TET2 0
MSK122 Cell_374 TET2 0
MSK122 Cell_375 TET2 0
MSK122 Cell_376 TET2 0
MSK122 Cell_377 TET2 0
MSK122 Cell_378 TET2 0
MSK122 Cell_379 TET2 0
MSK122 Cell_380 TET2 0
MSK122 Cell_381 TET2 0
MSK122 Cell_382 TET2 0
MSK122 Cell_383 TET2 0
MSK28 Cell_1 FLT3 0
MSK28 Cell_2 FLT3 0
MSK28 Cell_3 FLT3 0
MSK28 Cell_4 FLT3 0
MSK28 Cell_5 FLT3 0
MSK28 Cell_6 FLT3 0
MSK28 Cell_7 FLT3 0
MSK28 Cell_8 FLT3 0
MSK28 Cell_9 FLT3 0
MSK28 Cell_10 FLT3 0
MSK28 Cell_11 FLT3 0
MSK28 Cell_12 FLT3 0
MSK28 Cell_13 FLT3 0
MSK28 Cell_14 FLT3 0
MSK28 Cell_15 FLT3 0
MSK28 Cell_16 FLT3 0
MSK28 Cell_17 FLT3 0
MSK28 Cell_18 FLT3 0
MSK28 Cell_19 FLT3 0
MSK28 Cell_20 FLT3 0
MSK28 Cell_21 FLT3 0
MSK28 Cell_22 FLT3 0
MSK28 Cell_23 FLT3 0
MSK28 Cell_24 FLT3 0
MSK28 Cell_25 FLT3 0
MSK28 Cell_26 FLT3 0
MSK28 Cell_27 FLT3 0
MSK28 Cell_28 FLT3 0
MSK28 Cell_29 FLT3 0
MSK28 Cell_30 FLT3 0
MSK28 Cell_31 FLT3 0
MSK28 Cell_32 FLT3 0
MSK28 Cell_33 FLT3 0
MSK28 Cell_34 FLT3 0
MSK28 Cell_35 FLT3 0
MSK28 Cell_36 FLT3 0
MSK28 Cell_37 FLT3 0
MSK28 Cell_38 FLT3 0
MSK28 Cell_39 FLT3 0
MSK28 Cell_40 FLT3 0
MSK28 Cell_41 FLT3 0
MSK28 Cell_42 FLT3 0
MSK28 Cell_43 FLT3 0
MSK28 Cell_44 FLT3 0
MSK28 Cell_45 FLT3 0
MSK28 Cell_46 FLT3 0
MSK28 Cell_47 FLT3 0
MSK28 Cell_48 FLT3 0
MSK28 Cell_49 FLT3 0
MSK28 Cell_50 FLT3 0
MSK28 Cell_51 FLT3 0
MSK28 Cell_52 FLT3 0
MSK28 Cell_53 FLT3 0
MSK28 Cell_54 FLT3 0
MSK28 Cell_55 FLT3 0
MSK28 Cell_56 FLT3 0
MSK28 Cell_57 FLT3 0
MSK28 Cell_58 FLT3 0
MSK28 Cell_59 FLT3 0
MSK28 Cell_60 FLT3 0
MSK28 Cell_61 FLT3 0
MSK28 Cell_62 FLT3 0
MSK28 Cell_63 FLT3 0
MSK28 Cell_64 FLT3 0
MSK28 Cell_65 FLT3 0
MSK28 Cell_66 FLT3 0
MSK28 Cell_67 FLT3 0
MSK28 Cell_68 FLT3 0
MSK28 Cell_69 FLT3 0
MSK28 Cell_70 FLT3 0
MSK28 Cell_71 FLT3 0
MSK28 Cell_72 FLT3 0
MSK28 Cell_73 FLT3 0
MSK28 Cell_74 FLT3 1
MSK28 Cell_75 FLT3 0
MSK28 Cell_76 FLT3 0
MSK28 Cell_77 FLT3 0
MSK28 Cell_78 FLT3 0
MSK28 Cell_79 FLT3 0
MSK28 Cell_80 FLT3 0
MSK28 Cell_81 FLT3 0
MSK28 Cell_82 FLT3 0
MSK28 Cell_83 FLT3 0
MSK28 Cell_84 FLT3 0
MSK28 Cell_85 FLT3 0
MSK28 Cell_86 FLT3 0
MSK28 Cell_87 FLT3 0
MSK28 Cell_88 FLT3 0
MSK28 Cell_89 FLT3 0
MSK28 Cell_90 FLT3 0
MSK28 Cell_91 FLT3 0
MSK28 Cell_92 FLT3 0
MSK28 Cell_93 FLT3 0
MSK28 Cell_94 FLT3 0
MSK28 Cell_95 FLT3 0
MSK28 Cell_96 FLT3 0
MSK28 Cell_97 FLT3 0
MSK28 Cell_98 FLT3 0
MSK28 Cell_99 FLT3 0
MSK28 Cell_100 FLT3 0
MSK28 Cell_101 FLT3 0
MSK28 Cell_102 FLT3 0
MSK28 Cell_103 FLT3 0
MSK28 Cell_104 FLT3 0
MSK28 Cell_105 FLT3 0
MSK28 Cell_106 FLT3 0
MSK28 Cell_107 FLT3 0
MSK28 Cell_108 FLT3 0
MSK28 Cell_109 FLT3 0
MSK28 Cell_110 FLT3 0
MSK28 Cell_111 FLT3 0
MSK28 Cell_112 FLT3 0
MSK28 Cell_113 FLT3 0
MSK28 Cell_114 FLT3 0
MSK28 Cell_115 FLT3 0
MSK28 Cell_116 FLT3 0
MSK28 Cell_117 FLT3 0
MSK28 Cell_118 FLT3 0
MSK28 Cell_119 FLT3 0
MSK28 Cell_120 FLT3 0
MSK28 Cell_121 FLT3 0
MSK28 Cell_122 FLT3 0
MSK28 Cell_123 FLT3 0
MSK28 Cell_124 FLT3 1
MSK28 Cell_125 FLT3 0
MSK28 Cell_126 FLT3 0
MSK28 Cell_127 FLT3 0
MSK28 Cell_128 FLT3 0
MSK28 Cell_129 FLT3 0
MSK28 Cell_130 FLT3 0
MSK28 Cell_131 FLT3 0
MSK28 Cell_132 FLT3 0
MSK28 Cell_133 FLT3 0
MSK28 Cell_134 FLT3 0
MSK28 Cell_135 FLT3 0
MSK28 Cell_136 FLT3 0
MSK28 Cell_137 FLT3 0
MSK28 Cell_138 FLT3 0
MSK28 Cell_139 FLT3 0
MSK28 Cell_140 FLT3 0
MSK28 Cell_141 FLT3 0
MSK28 Cell_142 FLT3 0
MSK28 Cell_143 FLT3 0
MSK28 Cell_144 FLT3 0
MSK28 Cell_145 FLT3 0
MSK28 Cell_146 FLT3 0
MSK28 Cell_147 FLT3 0
MSK28 Cell_148 FLT3 0
MSK28 Cell_149 FLT3 0
MSK28 Cell_150 FLT3 0
MSK28 Cell_151 FLT3 0
MSK28 Cell_152 FLT3 0
MSK28 Cell_153 FLT3 0
MSK28 Cell_154 FLT3 0
MSK28 Cell_155 FLT3 0
MSK28 Cell_156 FLT3 0
MSK28 Cell_157 FLT3 0
MSK28 Cell_158 FLT3 0
MSK28 Cell_159 FLT3 0
MSK28 Cell_160 FLT3 0
MSK28 Cell_161 FLT3 0
MSK28 Cell_162 FLT3 0
MSK28 Cell_163 FLT3 0
MSK28 Cell_164 FLT3 0
MSK28 Cell_165 FLT3 0
MSK28 Cell_166 FLT3 0
MSK28 Cell_167 FLT3 0
MSK28 Cell_168 FLT3 0
MSK28 Cell_169 FLT3 0
MSK28 Cell_170 FLT3 0
MSK28 Cell_171 FLT3 0
MSK28 Cell_172 FLT3 0
MSK28 Cell_173 FLT3 0
MSK28 Cell_174 FLT3 0
MSK28 Cell_175 FLT3 0
MSK28 Cell_176 FLT3 0
MSK28 Cell_177 FLT3 0
MSK28 Cell_178 FLT3 0
MSK28 Cell_179 FLT3 0
MSK28 Cell_180 FLT3 0
MSK28 Cell_181 FLT3 0
MSK28 Cell_182 FLT3 0
MSK28 Cell_183 FLT3 0
MSK28 Cell_184 FLT3 0
MSK28 Cell_185 FLT3 0
MSK28 Cell_186 FLT3 0
MSK28 Cell_187 FLT3 0
MSK28 Cell_188 FLT3 0
MSK28 Cell_189 FLT3 0
MSK28 Cell_190 FLT3 0
MSK28 Cell_191 FLT3 0
MSK28 Cell_192 FLT3 0
MSK28 Cell_193 FLT3 0
MSK28 Cell_194 FLT3 0
MSK28 Cell_195 FLT3 0
MSK28 Cell_196 FLT3 0
MSK28 Cell_197 FLT3 0
MSK28 Cell_198 FLT3 0
MSK28 Cell_199 FLT3 0
MSK28 Cell_200 FLT3 0
MSK28 Cell_201 FLT3 0
MSK28 Cell_202 FLT3 0
MSK28 Cell_203 FLT3 0
MSK28 Cell_204 FLT3 0
MSK28 Cell_205 FLT3 0
MSK28 Cell_206 FLT3 0
MSK28 Cell_207 FLT3 0
MSK28 Cell_208 FLT3 0
MSK28 Cell_209 FLT3 0
MSK28 Cell_210 FLT3 0
MSK28 Cell_211 FLT3 0
MSK28 Cell_212 FLT3 0
MSK28 Cell_213 FLT3 0
MSK28 Cell_214 FLT3 0
MSK28 Cell_215 FLT3 0
MSK28 Cell_216 FLT3 0
MSK28 Cell_217 FLT3 0
MSK28 Cell_218 FLT3 0
MSK28 Cell_219 FLT3 0
MSK28 Cell_220 FLT3 0
MSK28 Cell_221 FLT3 0
MSK28 Cell_222 FLT3 0
MSK28 Cell_223 FLT3 0
MSK28 Cell_224 FLT3 0
MSK28 Cell_225 FLT3 0
MSK28 Cell_226 FLT3 0
MSK28 Cell_227 FLT3 0
MSK28 Cell_228 FLT3 0
MSK28 Cell_229 FLT3 0
MSK28 Cell_230 FLT3 0
MSK28 Cell_231 FLT3 0
MSK28 Cell_232 FLT3 0
MSK28 Cell_233 FLT3 0
MSK28 Cell_234 FLT3 0
MSK28 Cell_235 FLT3 0
MSK28 Cell_236 FLT3 0
MSK28 Cell_237 FLT3 0
MSK28 Cell_238 FLT3 0
MSK28 Cell_239 FLT3 0
MSK28 Cell_240 FLT3 0
MSK28 Cell_241 FLT3 0
MSK28 Cell_242 FLT3 0
MSK28 Cell_243 FLT3 0
MSK28 Cell_244 FLT3 0
MSK28 Cell_245 FLT3 0
MSK28 Cell_246 FLT3 0
MSK28 Cell_247 FLT3 0
MSK28 Cell_248 FLT3 0
MSK28 Cell_249 FLT3 0
MSK28 Cell_250 FLT3 0
MSK28 Cell_251 FLT3 0
MSK28 Cell_252 FLT3 0
MSK28 Cell_253 FLT3 0
MSK28 Cell_254 FLT3 0
MSK28 Cell_255 FLT3 0
MSK28 Cell_256 FLT3 0
MSK28 Cell_257 FLT3 0
MSK28 Cell_258 FLT3 0
MSK28 Cell_259 FLT3 0
MSK28 Cell_260 FLT3 0
MSK28 Cell_261 FLT3 0
MSK28 Cell_262 FLT3 0
MSK28 Cell_263 FLT3 0
MSK28 Cell_264 FLT3 0
MSK28 Cell_265 FLT3 0
MSK28 Cell_266 FLT3 0
MSK28 Cell_267 FLT3 0
MSK28 Cell_268 FLT3 0
MSK28 Cell_269 FLT3 0
MSK28 Cell_270 FLT3 0
MSK28 Cell_271 FLT3 0
MSK28 Cell_272 FLT3 0
MSK28 Cell_273 FLT3 0
MSK28 Cell_274 FLT3 0
MSK28 Cell_275 FLT3 0
MSK28 Cell_276 FLT3 0
MSK28 Cell_277 FLT3 0
MSK28 Cell_278 FLT3 0
MSK28 Cell_279 FLT3 0
MSK28 Cell_280 FLT3 0
MSK28 Cell_281 FLT3 0
MSK28 Cell_282 FLT3 0
MSK28 Cell_283 FLT3 1
MSK28 Cell_284 FLT3 0
MSK28 Cell_285 FLT3 0
MSK28 Cell_286 FLT3 0
MSK28 Cell_287 FLT3 0
MSK28 Cell_288 FLT3 0
MSK28 Cell_289 FLT3 0
MSK28 Cell_290 FLT3 0
MSK28 Cell_291 FLT3 0
MSK28 Cell_292 FLT3 0
MSK28 Cell_293 FLT3 0
MSK28 Cell_294 FLT3 0
MSK28 Cell_295 FLT3 0
MSK28 Cell_296 FLT3 0
MSK28 Cell_297 FLT3 0
MSK28 Cell_298 FLT3 0
MSK28 Cell_299 FLT3 0
MSK28 Cell_300 FLT3 0
MSK28 Cell_301 FLT3 0
MSK28 Cell_302 FLT3 0
MSK28 Cell_303 FLT3 0
MSK28 Cell_304 FLT3 0
MSK28 Cell_305 FLT3 0
MSK28 Cell_306 FLT3 0
MSK28 Cell_307 FLT3 0
MSK28 Cell_308 FLT3 0
MSK28 Cell_309 FLT3 0
MSK28 Cell_310 FLT3 0
MSK28 Cell_311 FLT3 0
MSK28 Cell_312 FLT3 0
MSK28 Cell_313 FLT3 0
MSK28 Cell_314 FLT3 0
MSK28 Cell_315 FLT3 0
MSK28 Cell_316 FLT3 0
MSK28 Cell_317 FLT3 0
MSK28 Cell_318 FLT3 0
MSK28 Cell_319 FLT3 0
MSK28 Cell_320 FLT3 0
MSK28 Cell_321 FLT3 0
MSK28 Cell_322 FLT3 0
MSK28 Cell_323 FLT3 0
MSK28 Cell_324 FLT3 0
MSK28 Cell_325 FLT3 0
MSK28 Cell_326 FLT3 0
MSK28 Cell_327 FLT3 0
MSK28 Cell_328 FLT3 0
MSK28 Cell_329 FLT3 0
MSK28 Cell_330 FLT3 0
MSK28 Cell_331 FLT3 0
MSK28 Cell_332 FLT3 0
MSK28 Cell_333 FLT3 0
MSK28 Cell_334 FLT3 0
MSK28 Cell_335 FLT3 0
MSK28 Cell_336 FLT3 0
MSK28 Cell_337 FLT3 0
MSK28 Cell_338 FLT3 0
MSK28 Cell_339 FLT3 0
MSK28 Cell_340 FLT3 0
MSK28 Cell_341 FLT3 0
MSK28 Cell_342 FLT3 0
MSK28 Cell_343 FLT3 0
MSK28 Cell_344 FLT3 0
MSK28 Cell_345 FLT3 0
MSK28 Cell_346 FLT3 0
MSK28 Cell_347 FLT3 0
MSK28 Cell_348 FLT3 0
MSK28 Cell_349 FLT3 0
MSK28 Cell_350 FLT3 0
MSK28 Cell_351 FLT3 0
MSK28 Cell_352 FLT3 0
MSK28 Cell_353 FLT3 0
MSK28 Cell_354 FLT3 0
MSK28 Cell_355 FLT3 0
MSK28 Cell_356 FLT3 0
MSK28 Cell_357 FLT3 0
MSK28 Cell_358 FLT3 0
MSK28 Cell_359 FLT3 0
MSK28 Cell_360 FLT3 0
MSK28 Cell_361 FLT3 0
