SAMPLE	REGION	GENE	CCF
CRUK0381	R3	ARID1A	0.46
CRUK0381	R3	B2M	0.02
CRUK0381	R3	B2M	0.02
CRUK0381	R3	CREBBP	0.02
CRUK0381	R3	CREBBP	0.02
CRUK0381	R3	EXT1	0.02
CRUK0381	R3	NCOA6	0.02
CRUK0381	R3	NCOA6	0.02
CRUK0381	R3	NF1	0.02
CRUK0381	R3	PTEN	0.94
CRUK0381	R3	SMAD4	0.99
CRUK0381	R3	TP53	0.02
CRUK0381	R3	TP53	0.02
CRUK0381	R4	ARID1A	0.02
CRUK0381	R4	B2M	0.02
CRUK0381	R4	B2M	0.02
CRUK0381	R4	CREBBP	0.02
CRUK0381	R4	CREBBP	0.02
CRUK0381	R4	EXT1	0.02
CRUK0381	R4	NCOA6	0.02
CRUK0381	R4	NCOA6	1
CRUK0381	R4	NF1	0.02
CRUK0381	R4	PTEN	1
CRUK0381	R4	SMAD4	1
CRUK0381	R4	TP53	0.05
CRUK0381	R4	TP53	0.85
CRUK0381	R5	ARID1A	0.02
CRUK0381	R5	B2M	0.02
CRUK0381	R5	B2M	0.47
CRUK0381	R5	CREBBP	0.02
CRUK0381	R5	CREBBP	0.02
CRUK0381	R5	EXT1	1
CRUK0381	R5	NCOA6	0.02
CRUK0381	R5	NCOA6	0.41
CRUK0381	R5	NF1	0.88
CRUK0381	R5	PTEN	1
CRUK0381	R5	SMAD4	0.99
CRUK0381	R5	TP53	0.02
CRUK0381	R5	TP53	0.08
CRUK0381	R6	ARID1A	0.02
CRUK0381	R6	B2M	0.02
CRUK0381	R6	B2M	0.37
CRUK0381	R6	CREBBP	0.02
CRUK0381	R6	CREBBP	0.02
CRUK0381	R6	EXT1	0.38
CRUK0381	R6	NCOA6	0.48
CRUK0381	R6	NCOA6	0.89
CRUK0381	R6	NF1	0.02
CRUK0381	R6	PTEN	0.98
CRUK0381	R6	SMAD4	1
CRUK0381	R6	TP53	0.02
CRUK0381	R6	TP53	0.51
CRUK0384	R1	ARID1A	0.02
CRUK0384	R1	ARID1A	0.02
CRUK0384	R1	ARID1A	0.02
CRUK0384	R1	ATRX	0.02
CRUK0384	R1	CDKN2A	1
CRUK0384	R1	EP300	1
CRUK0384	R1	EXT2	1
CRUK0384	R1	FANCM	0.89
CRUK0384	R1	GRIN2A	1
CRUK0384	R1	HIST1H4E	1
CRUK0384	R1	KMT2D	0.02
CRUK0384	R1	KMT2D	0.98
CRUK0384	R1	NFE2L2	1
CRUK0384	R1	PTPRC	0.9
CRUK0384	R1	SETD2	0.96
CRUK0384	R1	SPEN	1
CRUK0384	R1	TP53	0.97
CRUK0384	R1	UBR5	0.02
CRUK0384	R2	ARID1A	0.87
CRUK0384	R2	ARID1A	0.97
CRUK0384	R2	ARID1A	1
CRUK0384	R2	ATRX	0.02
CRUK0384	R2	CDKN2A	1
CRUK0384	R2	EP300	1
CRUK0384	R2	EXT2	1
CRUK0384	R2	FANCM	0.59
CRUK0384	R2	GRIN2A	1
CRUK0384	R2	HIST1H4E	0.02
CRUK0384	R2	KMT2D	0.02
CRUK0384	R2	KMT2D	1
CRUK0384	R2	NFE2L2	1
CRUK0384	R2	PTPRC	0.91
CRUK0384	R2	SETD2	0.02
CRUK0384	R2	SPEN	0.02
CRUK0384	R2	TP53	0.98
CRUK0384	R2	UBR5	0.02
CRUK0384	R3	ARID1A	0.29
CRUK0384	R3	ARID1A	0.3
CRUK0384	R3	ARID1A	0.43
CRUK0384	R3	ATRX	0.02
CRUK0384	R3	CDKN2A	1
CRUK0384	R3	EP300	1
CRUK0384	R3	EXT2	0.98
CRUK0384	R3	FANCM	0.96
CRUK0384	R3	GRIN2A	0.93
CRUK0384	R3	HIST1H4E	0.83
CRUK0384	R3	KMT2D	0.02
CRUK0384	R3	KMT2D	0.92
CRUK0384	R3	NFE2L2	0.99
CRUK0384	R3	PTPRC	1
CRUK0384	R3	SETD2	0.02
CRUK0384	R3	SPEN	0.02
CRUK0384	R3	TP53	1
CRUK0384	R3	UBR5	0.02
CRUK0384	R4	ARID1A	0.02
CRUK0384	R4	ARID1A	0.02
CRUK0384	R4	ARID1A	0.24
CRUK0384	R4	ATRX	0.02
CRUK0384	R4	CDKN2A	0.93
CRUK0384	R4	EP300	0.47
CRUK0384	R4	EXT2	0.97
CRUK0384	R4	FANCM	0.91
CRUK0384	R4	GRIN2A	1
CRUK0384	R4	HIST1H4E	0.02
CRUK0384	R4	KMT2D	0.73
CRUK0384	R4	KMT2D	0.9
CRUK0384	R4	NFE2L2	1
CRUK0384	R4	PTPRC	0.83
CRUK0384	R4	SETD2	0.02
CRUK0384	R4	SPEN	0.02
CRUK0384	R4	TP53	1
CRUK0384	R4	UBR5	0.56
CRUK0385	R1	ACVR1B	1
CRUK0385	R1	ATRX	0.02
CRUK0385	R1	BCOR	0.02
CRUK0385	R1	BCOR	0.02
CRUK0385	R1	BRCA1	0.9
CRUK0385	R1	CREBBP	0.98
CRUK0385	R1	CREBBP	0.98
CRUK0385	R1	CREBBP	1
CRUK0385	R1	CREBBP	1
CRUK0385	R1	FANCM	0.76
CRUK0385	R1	FAT1	0.97
CRUK0385	R1	FAT1	1
CRUK0385	R1	GATA3	1
CRUK0385	R1	IKZF1	0.98
CRUK0385	R1	KDM5C	0.02
CRUK0385	R1	KEAP1	1
CRUK0385	R1	KMT2D	0.02
CRUK0385	R1	KMT2D	1
CRUK0385	R1	MTOR	1
CRUK0385	R1	NRXN1	0.02
CRUK0385	R1	NRXN1	0.02
CRUK0385	R1	NRXN1	0.83
CRUK0385	R1	NRXN1	1
CRUK0385	R1	PBRM1	0.14
CRUK0385	R1	PBRM1	1
CRUK0385	R1	POT1	0.02
CRUK0385	R1	RASA1	1
CRUK0385	R1	SERPINB13	1
CRUK0385	R1	TP53	0.99
CRUK0385	R2	ACVR1B	1
CRUK0385	R2	ATRX	0.02
CRUK0385	R2	BCOR	0.02
CRUK0385	R2	BCOR	0.02
CRUK0385	R2	BRCA1	1
CRUK0385	R2	CREBBP	0.92
CRUK0385	R2	CREBBP	1
CRUK0385	R2	CREBBP	1
CRUK0385	R2	CREBBP	1
CRUK0385	R2	FANCM	0.89
CRUK0385	R2	FAT1	0.86
CRUK0385	R2	FAT1	1
CRUK0385	R2	GATA3	0.94
CRUK0385	R2	IKZF1	0.95
CRUK0385	R2	KDM5C	0.02
CRUK0385	R2	KEAP1	1
CRUK0385	R2	KMT2D	0.02
CRUK0385	R2	KMT2D	0.02
CRUK0385	R2	MTOR	1
CRUK0385	R2	NRXN1	0.02
CRUK0385	R2	NRXN1	0.02
CRUK0385	R2	NRXN1	0.79
CRUK0385	R2	NRXN1	1
CRUK0385	R2	PBRM1	0.02
CRUK0385	R2	PBRM1	1
CRUK0385	R2	POT1	0.02
CRUK0385	R2	RASA1	0.96
CRUK0385	R2	SERPINB13	1
CRUK0385	R2	TP53	0.9
CRUK0385	R3	ACVR1B	1
CRUK0385	R3	ATRX	0.02
CRUK0385	R3	BCOR	0.02
CRUK0385	R3	BCOR	0.02
CRUK0385	R3	BRCA1	0.95
CRUK0385	R3	CREBBP	0.02
CRUK0385	R3	CREBBP	0.02
CRUK0385	R3	CREBBP	1
CRUK0385	R3	CREBBP	1
CRUK0385	R3	FANCM	0.96
CRUK0385	R3	FAT1	0.87
CRUK0385	R3	FAT1	0.94
CRUK0385	R3	GATA3	1
CRUK0385	R3	IKZF1	1
CRUK0385	R3	KDM5C	0.02
CRUK0385	R3	KEAP1	1
CRUK0385	R3	KMT2D	0.02
CRUK0385	R3	KMT2D	0.21
CRUK0385	R3	MTOR	1
CRUK0385	R3	NRXN1	0.02
CRUK0385	R3	NRXN1	0.02
CRUK0385	R3	NRXN1	0.93
CRUK0385	R3	NRXN1	1
CRUK0385	R3	PBRM1	0.02
CRUK0385	R3	PBRM1	1
CRUK0385	R3	POT1	0.22
CRUK0385	R3	RASA1	0.97
CRUK0385	R3	SERPINB13	0.98
CRUK0385	R3	TP53	1
CRUK0385	R4	ACVR1B	1
CRUK0385	R4	ATRX	0.02
CRUK0385	R4	BCOR	0.02
CRUK0385	R4	BCOR	0.02
CRUK0385	R4	BRCA1	1
CRUK0385	R4	CREBBP	0.91
CRUK0385	R4	CREBBP	0.92
CRUK0385	R4	CREBBP	1
CRUK0385	R4	CREBBP	1
CRUK0385	R4	FANCM	0.77
CRUK0385	R4	FAT1	1
CRUK0385	R4	FAT1	1
CRUK0385	R4	GATA3	1
CRUK0385	R4	IKZF1	0.95
CRUK0385	R4	KDM5C	0.02
CRUK0385	R4	KEAP1	1
CRUK0385	R4	KMT2D	0.02
CRUK0385	R4	KMT2D	0.02
CRUK0385	R4	MTOR	0.97
CRUK0385	R4	NRXN1	0.02
CRUK0385	R4	NRXN1	0.17
CRUK0385	R4	NRXN1	0.89
CRUK0385	R4	NRXN1	0.99
CRUK0385	R4	PBRM1	0.02
CRUK0385	R4	PBRM1	1
CRUK0385	R4	POT1	0.02
CRUK0385	R4	RASA1	0.94
CRUK0385	R4	SERPINB13	1
CRUK0385	R4	TP53	1
CRUK0385	R5	ACVR1B	1
CRUK0385	R5	ATRX	0.02
CRUK0385	R5	BCOR	0.02
CRUK0385	R5	BCOR	0.02
CRUK0385	R5	BRCA1	0.78
CRUK0385	R5	CREBBP	0.02
CRUK0385	R5	CREBBP	0.02
CRUK0385	R5	CREBBP	0.95
CRUK0385	R5	CREBBP	1
CRUK0385	R5	FANCM	0.83
CRUK0385	R5	FAT1	1
CRUK0385	R5	FAT1	1
CRUK0385	R5	GATA3	1
CRUK0385	R5	IKZF1	1
CRUK0385	R5	KDM5C	0.02
CRUK0385	R5	KEAP1	0.98
CRUK0385	R5	KMT2D	0.02
CRUK0385	R5	KMT2D	0.02
CRUK0385	R5	MTOR	0.95
CRUK0385	R5	NRXN1	0.02
CRUK0385	R5	NRXN1	0.34
CRUK0385	R5	NRXN1	1
CRUK0385	R5	NRXN1	1
CRUK0385	R5	PBRM1	0.02
CRUK0385	R5	PBRM1	1
CRUK0385	R5	POT1	0.02
CRUK0385	R5	RASA1	1
CRUK0385	R5	SERPINB13	1
CRUK0385	R5	TP53	1
CRUK0385	R6	ACVR1B	1
CRUK0385	R6	ATRX	0.02
CRUK0385	R6	BCOR	0.02
CRUK0385	R6	BCOR	0.02
CRUK0385	R6	BRCA1	0.78
CRUK0385	R6	CREBBP	0.84
CRUK0385	R6	CREBBP	0.85
CRUK0385	R6	CREBBP	0.88
CRUK0385	R6	CREBBP	1
CRUK0385	R6	FANCM	0.74
CRUK0385	R6	FAT1	0.8
CRUK0385	R6	FAT1	0.94
CRUK0385	R6	GATA3	0.9
CRUK0385	R6	IKZF1	1
CRUK0385	R6	KDM5C	0.02
CRUK0385	R6	KEAP1	0.99
CRUK0385	R6	KMT2D	0.02
CRUK0385	R6	KMT2D	0.02
CRUK0385	R6	MTOR	0.88
CRUK0385	R6	NRXN1	0.02
CRUK0385	R6	NRXN1	0.72
CRUK0385	R6	NRXN1	0.97
CRUK0385	R6	NRXN1	1
CRUK0385	R6	PBRM1	0.02
CRUK0385	R6	PBRM1	1
CRUK0385	R6	POT1	0.02
CRUK0385	R6	RASA1	1
CRUK0385	R6	SERPINB13	1
CRUK0385	R6	TP53	0.99
CRUK0388	R1	CTNNB1	0.02
CRUK0388	R1	EGFR	1
CRUK0388	R1	NF2	0.58
CRUK0388	R1	PLXNB2	0.33
CRUK0388	R1	SERPINB13	0.02
CRUK0388	R2	CTNNB1	0.02
CRUK0388	R2	EGFR	1
CRUK0388	R2	NF2	0.05
CRUK0388	R2	PLXNB2	0.97
CRUK0388	R2	SERPINB13	0.02
CRUK0388	R3	CTNNB1	0.55
CRUK0388	R3	EGFR	1
CRUK0388	R3	NF2	0.02
CRUK0388	R3	PLXNB2	0.14
CRUK0388	R3	SERPINB13	0.48
CRUK0388	R4	CTNNB1	0.02
CRUK0388	R4	EGFR	1
CRUK0388	R4	NF2	0.02
CRUK0388	R4	PLXNB2	0.94
CRUK0388	R4	SERPINB13	0.02
